PING 192.168.4.2 (192.168.4.2) 56(84) bytes of data.
[1787200832.186989] From 192.168.4.50 icmp_seq=2827 Destination Host Unreachable
[1787200832.187386] From 192.168.4.50 icmp_seq=2828 Destination Host Unreachable
[1787200832.187473] From 192.168.4.50 icmp_seq=2829 Destination Host Unreachable
[1787200832.187538] From 192.168.4.50 icmp_seq=2830 Destination Host Unreachable
[1787200832.187599] From 192.168.4.50 icmp_seq=2831 Destination Host Unreachable
[1787200832.187662] From 192.168.4.50 icmp_seq=2832 Destination Host Unreachable
[1787200835.321991] From 192.168.4.50 icmp_seq=2833 Destination Host Unreachable
[1787200835.322398] From 192.168.4.50 icmp_seq=2834 Destination Host Unreachable
[1787200835.322687] From 192.168.4.50 icmp_seq=2835 Destination Host Unreachable
[1787200835.322924] From 192.168.4.50 icmp_seq=2836 Destination Host Unreachable
[1787200835.323021] From 192.168.4.50 icmp_seq=2837 Destination Host Unreachable
[1787200835.323084] From 192.168.4.50 icmp_seq=2838 Destination Host Unreachable
[1787200835.323151] From 192.168.4.50 icmp_seq=2839 Destination Host Unreachable
[1787200835.323211] From 192.168.4.50 icmp_seq=2840 Destination Host Unreachable
[1787200838.458103] From 192.168.4.50 icmp_seq=2841 Destination Host Unreachable
[1787200838.458516] From 192.168.4.50 icmp_seq=2842 Destination Host Unreachable
[1787200838.458675] From 192.168.4.50 icmp_seq=2843 Destination Host Unreachable
[1787200838.458744] From 192.168.4.50 icmp_seq=2844 Destination Host Unreachable
[1787200838.458798] From 192.168.4.50 icmp_seq=2845 Destination Host Unreachable
[1787200838.458850] From 192.168.4.50 icmp_seq=2846 Destination Host Unreachable
[1787200838.458901] From 192.168.4.50 icmp_seq=2847 Destination Host Unreachable
[1787200838.458956] From 192.168.4.50 icmp_seq=2848 Destination Host Unreachable
[1787200841.593913] From 192.168.4.50 icmp_seq=2849 Destination Host Unreachable
[1787200841.594046] From 192.168.4.50 icmp_seq=2850 Destination Host Unreachable
[1787200841.594112] From 192.168.4.50 icmp_seq=2851 Destination Host Unreachable
[1787200841.594171] From 192.168.4.50 icmp_seq=2852 Destination Host Unreachable
[1787200841.594224] From 192.168.4.50 icmp_seq=2853 Destination Host Unreachable
[1787200841.594289] From 192.168.4.50 icmp_seq=2854 Destination Host Unreachable
[1787200841.594341] From 192.168.4.50 icmp_seq=2855 Destination Host Unreachable
[1787200841.594394] From 192.168.4.50 icmp_seq=2856 Destination Host Unreachable
[1787200844.729898] From 192.168.4.50 icmp_seq=2857 Destination Host Unreachable
[1787200844.730122] From 192.168.4.50 icmp_seq=2858 Destination Host Unreachable
[1787200844.730205] From 192.168.4.50 icmp_seq=2859 Destination Host Unreachable
[1787200844.730293] From 192.168.4.50 icmp_seq=2860 Destination Host Unreachable
[1787200844.730366] From 192.168.4.50 icmp_seq=2861 Destination Host Unreachable
[1787200844.730433] From 192.168.4.50 icmp_seq=2862 Destination Host Unreachable
[1787200844.730503] From 192.168.4.50 icmp_seq=2863 Destination Host Unreachable
[1787200844.730571] From 192.168.4.50 icmp_seq=2864 Destination Host Unreachable
[1787200847.865849] From 192.168.4.50 icmp_seq=2865 Destination Host Unreachable
[1787200847.866089] From 192.168.4.50 icmp_seq=2866 Destination Host Unreachable
[1787200847.866262] From 192.168.4.50 icmp_seq=2867 Destination Host Unreachable
[1787200847.866286] From 192.168.4.50 icmp_seq=2868 Destination Host Unreachable
[1787200847.866307] From 192.168.4.50 icmp_seq=2869 Destination Host Unreachable
[1787200847.866327] From 192.168.4.50 icmp_seq=2870 Destination Host Unreachable
[1787200847.866348] From 192.168.4.50 icmp_seq=2871 Destination Host Unreachable
[1787200847.866366] From 192.168.4.50 icmp_seq=2872 Destination Host Unreachable
[1787200851.001955] From 192.168.4.50 icmp_seq=2873 Destination Host Unreachable
[1787200851.002585] From 192.168.4.50 icmp_seq=2874 Destination Host Unreachable
[1787200851.002906] From 192.168.4.50 icmp_seq=2875 Destination Host Unreachable
[1787200851.002997] From 192.168.4.50 icmp_seq=2876 Destination Host Unreachable
[1787200851.003089] From 192.168.4.50 icmp_seq=2877 Destination Host Unreachable
[1787200851.003174] From 192.168.4.50 icmp_seq=2878 Destination Host Unreachable
[1787200851.003259] From 192.168.4.50 icmp_seq=2879 Destination Host Unreachable
[1787200851.003323] From 192.168.4.50 icmp_seq=2880 Destination Host Unreachable
[1787200854.137979] From 192.168.4.50 icmp_seq=2881 Destination Host Unreachable
[1787200854.138348] From 192.168.4.50 icmp_seq=2882 Destination Host Unreachable
[1787200854.138701] From 192.168.4.50 icmp_seq=2883 Destination Host Unreachable
[1787200854.139061] From 192.168.4.50 icmp_seq=2884 Destination Host Unreachable
[1787200854.139217] From 192.168.4.50 icmp_seq=2885 Destination Host Unreachable
[1787200854.139292] From 192.168.4.50 icmp_seq=2886 Destination Host Unreachable
[1787200854.139377] From 192.168.4.50 icmp_seq=2887 Destination Host Unreachable
[1787200854.139438] From 192.168.4.50 icmp_seq=2888 Destination Host Unreachable
[1787200857.274121] From 192.168.4.50 icmp_seq=2889 Destination Host Unreachable
[1787200857.274529] From 192.168.4.50 icmp_seq=2890 Destination Host Unreachable
[1787200857.274743] From 192.168.4.50 icmp_seq=2891 Destination Host Unreachable
[1787200857.274808] From 192.168.4.50 icmp_seq=2892 Destination Host Unreachable
[1787200857.274889] From 192.168.4.50 icmp_seq=2893 Destination Host Unreachable
[1787200857.274975] From 192.168.4.50 icmp_seq=2894 Destination Host Unreachable
[1787200857.275038] From 192.168.4.50 icmp_seq=2895 Destination Host Unreachable
[1787200857.275094] From 192.168.4.50 icmp_seq=2896 Destination Host Unreachable
[1787200860.441915] From 192.168.4.50 icmp_seq=2897 Destination Host Unreachable
[1787200860.442313] From 192.168.4.50 icmp_seq=2898 Destination Host Unreachable
[1787200860.442686] From 192.168.4.50 icmp_seq=2899 Destination Host Unreachable
[1787200860.443022] From 192.168.4.50 icmp_seq=2900 Destination Host Unreachable
[1787200860.443101] From 192.168.4.50 icmp_seq=2901 Destination Host Unreachable
[1787200860.443158] From 192.168.4.50 icmp_seq=2902 Destination Host Unreachable
[1787200860.443220] From 192.168.4.50 icmp_seq=2903 Destination Host Unreachable
[1787200860.443271] From 192.168.4.50 icmp_seq=2904 Destination Host Unreachable
[1787200863.577923] From 192.168.4.50 icmp_seq=2905 Destination Host Unreachable
[1787200863.578363] From 192.168.4.50 icmp_seq=2906 Destination Host Unreachable
[1787200863.578707] From 192.168.4.50 icmp_seq=2907 Destination Host Unreachable
[1787200863.579077] From 192.168.4.50 icmp_seq=2908 Destination Host Unreachable
[1787200863.579253] From 192.168.4.50 icmp_seq=2909 Destination Host Unreachable
[1787200863.579317] From 192.168.4.50 icmp_seq=2910 Destination Host Unreachable
[1787200863.579409] From 192.168.4.50 icmp_seq=2911 Destination Host Unreachable
[1787200863.579468] From 192.168.4.50 icmp_seq=2912 Destination Host Unreachable
[1787200866.717918] From 192.168.4.50 icmp_seq=2913 Destination Host Unreachable
[1787200866.718312] From 192.168.4.50 icmp_seq=2914 Destination Host Unreachable
[1787200866.718669] From 192.168.4.50 icmp_seq=2915 Destination Host Unreachable
[1787200866.719021] From 192.168.4.50 icmp_seq=2916 Destination Host Unreachable
[1787200866.719111] From 192.168.4.50 icmp_seq=2917 Destination Host Unreachable
[1787200866.719167] From 192.168.4.50 icmp_seq=2918 Destination Host Unreachable
[1787200866.719222] From 192.168.4.50 icmp_seq=2919 Destination Host Unreachable
[1787200866.719274] From 192.168.4.50 icmp_seq=2920 Destination Host Unreachable
[1787200869.850053] From 192.168.4.50 icmp_seq=2921 Destination Host Unreachable
[1787200869.850324] From 192.168.4.50 icmp_seq=2922 Destination Host Unreachable
[1787200869.850534] From 192.168.4.50 icmp_seq=2923 Destination Host Unreachable
[1787200869.850738] From 192.168.4.50 icmp_seq=2924 Destination Host Unreachable
[1787200869.850827] From 192.168.4.50 icmp_seq=2925 Destination Host Unreachable
[1787200869.850900] From 192.168.4.50 icmp_seq=2926 Destination Host Unreachable
[1787200869.850960] From 192.168.4.50 icmp_seq=2927 Destination Host Unreachable
[1787200869.851020] From 192.168.4.50 icmp_seq=2928 Destination Host Unreachable
[1787200872.986148] From 192.168.4.50 icmp_seq=2929 Destination Host Unreachable
[1787200872.986574] From 192.168.4.50 icmp_seq=2930 Destination Host Unreachable
[1787200872.986915] From 192.168.4.50 icmp_seq=2931 Destination Host Unreachable
[1787200872.987031] From 192.168.4.50 icmp_seq=2932 Destination Host Unreachable
[1787200872.987099] From 192.168.4.50 icmp_seq=2933 Destination Host Unreachable
[1787200872.987157] From 192.168.4.50 icmp_seq=2934 Destination Host Unreachable
[1787200872.987210] From 192.168.4.50 icmp_seq=2935 Destination Host Unreachable
[1787200872.987268] From 192.168.4.50 icmp_seq=2936 Destination Host Unreachable
[1787200876.121912] From 192.168.4.50 icmp_seq=2937 Destination Host Unreachable
[1787200876.122369] From 192.168.4.50 icmp_seq=2938 Destination Host Unreachable
[1787200876.122718] From 192.168.4.50 icmp_seq=2939 Destination Host Unreachable
[1787200876.123097] From 192.168.4.50 icmp_seq=2940 Destination Host Unreachable
[1787200876.123190] From 192.168.4.50 icmp_seq=2941 Destination Host Unreachable
[1787200876.123252] From 192.168.4.50 icmp_seq=2942 Destination Host Unreachable
[1787200876.123308] From 192.168.4.50 icmp_seq=2943 Destination Host Unreachable
[1787200876.123364] From 192.168.4.50 icmp_seq=2944 Destination Host Unreachable
[1787200879.257910] From 192.168.4.50 icmp_seq=2945 Destination Host Unreachable
[1787200879.258227] From 192.168.4.50 icmp_seq=2946 Destination Host Unreachable
[1787200879.258585] From 192.168.4.50 icmp_seq=2947 Destination Host Unreachable
[1787200879.258742] From 192.168.4.50 icmp_seq=2948 Destination Host Unreachable
[1787200879.258817] From 192.168.4.50 icmp_seq=2949 Destination Host Unreachable
[1787200879.258886] From 192.168.4.50 icmp_seq=2950 Destination Host Unreachable
[1787200879.258940] From 192.168.4.50 icmp_seq=2951 Destination Host Unreachable
[1787200879.258987] From 192.168.4.50 icmp_seq=2952 Destination Host Unreachable
[1787200882.426081] From 192.168.4.50 icmp_seq=2953 Destination Host Unreachable
[1787200882.426575] From 192.168.4.50 icmp_seq=2954 Destination Host Unreachable
[1787200882.426821] From 192.168.4.50 icmp_seq=2955 Destination Host Unreachable
[1787200882.426893] From 192.168.4.50 icmp_seq=2956 Destination Host Unreachable
[1787200882.426949] From 192.168.4.50 icmp_seq=2957 Destination Host Unreachable
[1787200882.427011] From 192.168.4.50 icmp_seq=2958 Destination Host Unreachable
[1787200882.427067] From 192.168.4.50 icmp_seq=2959 Destination Host Unreachable
[1787200882.427126] From 192.168.4.50 icmp_seq=2960 Destination Host Unreachable
[1787200885.562054] From 192.168.4.50 icmp_seq=2961 Destination Host Unreachable
[1787200885.562462] From 192.168.4.50 icmp_seq=2962 Destination Host Unreachable
[1787200885.562845] From 192.168.4.50 icmp_seq=2963 Destination Host Unreachable
[1787200885.563216] From 192.168.4.50 icmp_seq=2964 Destination Host Unreachable
[1787200885.563294] From 192.168.4.50 icmp_seq=2965 Destination Host Unreachable
[1787200885.563352] From 192.168.4.50 icmp_seq=2966 Destination Host Unreachable
[1787200885.563408] From 192.168.4.50 icmp_seq=2967 Destination Host Unreachable
[1787200885.563464] From 192.168.4.50 icmp_seq=2968 Destination Host Unreachable
[1787200888.697992] From 192.168.4.50 icmp_seq=2969 Destination Host Unreachable
[1787200888.698312] From 192.168.4.50 icmp_seq=2970 Destination Host Unreachable
[1787200888.698624] From 192.168.4.50 icmp_seq=2971 Destination Host Unreachable
[1787200888.698710] From 192.168.4.50 icmp_seq=2972 Destination Host Unreachable
[1787200888.698808] From 192.168.4.50 icmp_seq=2973 Destination Host Unreachable
[1787200888.698900] From 192.168.4.50 icmp_seq=2974 Destination Host Unreachable
[1787200888.699071] From 192.168.4.50 icmp_seq=2975 Destination Host Unreachable
[1787200888.699144] From 192.168.4.50 icmp_seq=2976 Destination Host Unreachable
[1787200891.833926] From 192.168.4.50 icmp_seq=2977 Destination Host Unreachable
[1787200891.834042] From 192.168.4.50 icmp_seq=2978 Destination Host Unreachable
[1787200891.834109] From 192.168.4.50 icmp_seq=2979 Destination Host Unreachable
[1787200891.834172] From 192.168.4.50 icmp_seq=2980 Destination Host Unreachable
[1787200891.834242] From 192.168.4.50 icmp_seq=2981 Destination Host Unreachable
[1787200891.834303] From 192.168.4.50 icmp_seq=2982 Destination Host Unreachable
[1787200891.834362] From 192.168.4.50 icmp_seq=2983 Destination Host Unreachable
[1787200891.834423] From 192.168.4.50 icmp_seq=2984 Destination Host Unreachable
[1787200894.970104] From 192.168.4.50 icmp_seq=2985 Destination Host Unreachable
[1787200894.970605] From 192.168.4.50 icmp_seq=2986 Destination Host Unreachable
[1787200894.970859] From 192.168.4.50 icmp_seq=2987 Destination Host Unreachable
[1787200894.971084] From 192.168.4.50 icmp_seq=2988 Destination Host Unreachable
[1787200894.971160] From 192.168.4.50 icmp_seq=2989 Destination Host Unreachable
[1787200894.971227] From 192.168.4.50 icmp_seq=2990 Destination Host Unreachable
[1787200894.971294] From 192.168.4.50 icmp_seq=2991 Destination Host Unreachable
[1787200894.971364] From 192.168.4.50 icmp_seq=2992 Destination Host Unreachable
[1787200898.105958] From 192.168.4.50 icmp_seq=2993 Destination Host Unreachable
[1787200898.106193] From 192.168.4.50 icmp_seq=2994 Destination Host Unreachable
[1787200898.106273] From 192.168.4.50 icmp_seq=2995 Destination Host Unreachable
[1787200898.106338] From 192.168.4.50 icmp_seq=2996 Destination Host Unreachable
[1787200898.106406] From 192.168.4.50 icmp_seq=2997 Destination Host Unreachable
[1787200898.106471] From 192.168.4.50 icmp_seq=2998 Destination Host Unreachable
[1787200898.106536] From 192.168.4.50 icmp_seq=2999 Destination Host Unreachable
[1787200898.106595] From 192.168.4.50 icmp_seq=3000 Destination Host Unreachable
[1787200901.245989] From 192.168.4.50 icmp_seq=3001 Destination Host Unreachable
[1787200901.246160] From 192.168.4.50 icmp_seq=3002 Destination Host Unreachable
[1787200901.246469] From 192.168.4.50 icmp_seq=3003 Destination Host Unreachable
[1787200901.246768] From 192.168.4.50 icmp_seq=3004 Destination Host Unreachable
[1787200901.246940] From 192.168.4.50 icmp_seq=3005 Destination Host Unreachable
[1787200901.247002] From 192.168.4.50 icmp_seq=3006 Destination Host Unreachable
[1787200901.247054] From 192.168.4.50 icmp_seq=3007 Destination Host Unreachable
[1787200901.247105] From 192.168.4.50 icmp_seq=3008 Destination Host Unreachable
[1787200904.377923] From 192.168.4.50 icmp_seq=3009 Destination Host Unreachable
[1787200904.378120] From 192.168.4.50 icmp_seq=3010 Destination Host Unreachable
[1787200904.378221] From 192.168.4.50 icmp_seq=3011 Destination Host Unreachable
[1787200904.378301] From 192.168.4.50 icmp_seq=3012 Destination Host Unreachable
[1787200904.378381] From 192.168.4.50 icmp_seq=3013 Destination Host Unreachable
[1787200904.378459] From 192.168.4.50 icmp_seq=3014 Destination Host Unreachable
[1787200904.378527] From 192.168.4.50 icmp_seq=3015 Destination Host Unreachable
[1787200904.378618] From 192.168.4.50 icmp_seq=3016 Destination Host Unreachable
[1787200907.514046] From 192.168.4.50 icmp_seq=3017 Destination Host Unreachable
[1787200907.514436] From 192.168.4.50 icmp_seq=3018 Destination Host Unreachable
[1787200907.514838] From 192.168.4.50 icmp_seq=3019 Destination Host Unreachable
[1787200907.515210] From 192.168.4.50 icmp_seq=3020 Destination Host Unreachable
[1787200907.515405] From 192.168.4.50 icmp_seq=3021 Destination Host Unreachable
[1787200907.515475] From 192.168.4.50 icmp_seq=3022 Destination Host Unreachable
[1787200907.515539] From 192.168.4.50 icmp_seq=3023 Destination Host Unreachable
[1787200907.515599] From 192.168.4.50 icmp_seq=3024 Destination Host Unreachable
[1787200910.682146] From 192.168.4.50 icmp_seq=3025 Destination Host Unreachable
[1787200910.682471] From 192.168.4.50 icmp_seq=3026 Destination Host Unreachable
[1787200910.682758] From 192.168.4.50 icmp_seq=3027 Destination Host Unreachable
[1787200910.682866] From 192.168.4.50 icmp_seq=3028 Destination Host Unreachable
[1787200910.682932] From 192.168.4.50 icmp_seq=3029 Destination Host Unreachable
[1787200910.682987] From 192.168.4.50 icmp_seq=3030 Destination Host Unreachable
[1787200910.683044] From 192.168.4.50 icmp_seq=3031 Destination Host Unreachable
[1787200910.683100] From 192.168.4.50 icmp_seq=3032 Destination Host Unreachable
[1787200913.818129] From 192.168.4.50 icmp_seq=3033 Destination Host Unreachable
